,date,value
210,1982-06-17,14.6
3142,1982-06-17,16.5
298,1982-06-17,17.8
578,1982-06-17,20.8
407,1982-06-22,18.5
283,1982-06-22,17.2
1200,1982-06-22,22.4
3416,1982-06-22,20.3
2585,1982-06-22,24.5
3181,1982-06-22,17.8
3492,1982-06-22,21.0
356,1982-06-22,18.0
278,1982-06-22,17.1
3287,1982-06-22,18.8
3158,1982-06-22,17.1
723,1982-06-22,21.5
3159,1982-06-22,17.1
935,1982-06-22,22.0
281,1982-06-22,17.1
474,1982-06-22,19.4
280,1982-06-22,17.1
2584,1982-06-22,24.5
3493,1982-06-22,21.0
1004,1982-06-22,22.1
276,1982-06-22,17.0
735,1982-06-22,21.5
560,1982-06-22,20.5
3191,1982-06-22,18.0
559,1982-06-22,20.5
3548,1982-06-22,21.4
4692,1982-06-22,23.0
3446,1982-06-22,20.8
3357,1982-06-22,19.8
3547,1982-06-22,21.4
462,1982-06-22,19.2
3270,1982-06-22,18.5
416,1982-06-22,18.6
3160,1982-06-22,17.2
3161,1982-06-22,17.2
284,1982-06-22,17.2
262,1982-06-22,16.5
522,1982-06-22,20.0
293,1982-06-22,17.8
2561,1982-06-22,24.2
301,1982-06-22,17.8
513,1982-06-22,20.0
445,1982-06-22,19.0
5321,1982-06-22,24.0
3167,1982-06-22,17.3
3502,1982-06-22,21.0
3226,1982-06-22,18.0
1658,1982-06-22,23.0
687,1982-06-29,21.5
3567,1982-06-29,21.5
3424,1982-06-29,20.5
680,1982-06-29,21.3
572,1982-06-29,20.7
589,1982-06-29,20.9
3453,1982-06-29,20.8
3781,1982-06-29,22.0
584,1982-06-29,20.8
579,1982-06-29,20.8
582,1982-06-29,20.8
3423,1982-06-29,20.5
627,1982-06-29,21.0
542,1982-06-29,20.4
635,1982-06-29,21.0
634,1982-06-29,21.0
3419,1982-06-29,20.4
633,1982-06-29,21.0
581,1982-06-29,20.8
619,1982-06-29,21.0
668,1982-06-29,21.2
3851,1982-06-29,22.2
3654,1982-06-29,22.0
3570,1982-06-29,21.5
3504,1982-06-29,21.0
3505,1982-06-29,21.0
3361,1982-06-29,19.8
3414,1982-06-29,20.2
3506,1982-06-29,21.0
990,1982-06-29,22.0
3407,1982-06-29,20.2
3411,1982-06-29,20.2
993,1982-06-29,22.0
465,1982-07-07,19.2
3418,1982-07-07,20.4
463,1982-07-07,19.2
3378,1982-07-07,20.0
3379,1982-07-07,20.0
464,1982-07-07,19.2
3324,1982-07-07,19.2
3321,1982-07-07,19.2
3322,1982-07-07,19.2
3279,1982-07-07,18.7
3319,1982-07-07,19.2
524,1982-07-07,20.1
523,1982-07-07,20.1
3317,1982-07-07,19.2
3316,1982-07-07,19.2
3311,1982-07-07,19.0
473,1982-07-07,19.3
426,1982-07-07,18.9
495,1982-07-07,19.8
3323,1982-07-07,19.2
447,1982-07-07,19.0
481,1982-07-07,19.5
3399,1982-07-07,20.1
458,1982-07-07,19.2
459,1982-07-07,19.2
455,1982-07-07,19.1
3349,1982-07-15,19.7
3363,1982-07-15,19.8
3366,1982-07-15,19.9
528,1982-07-15,20.2
3409,1982-07-15,20.2
3367,1982-07-15,19.9
3368,1982-07-15,19.9
3350,1982-07-15,19.7
3410,1982-07-15,20.2
3369,1982-07-15,19.9
3370,1982-07-15,19.9
3372,1982-07-15,19.9
509,1982-07-15,20.0
3364,1982-07-15,19.8
506,1982-07-15,19.9
504,1982-07-15,19.9
502,1982-07-15,19.9
501,1982-07-15,19.9
531,1982-07-15,20.2
545,1982-07-15,20.5
5204,1982-07-20,23.6
2610,1982-07-20,25.4
5439,1982-07-20,26.0
2068,1982-07-20,23.4
2618,1982-07-20,26.0
676,1982-07-20,21.3
5423,1982-07-20,25.0
667,1982-07-20,21.2
5440,1982-07-20,26.0
5274,1982-07-20,23.9
5322,1982-07-20,24.0
2046,1982-07-20,23.3
697,1982-07-20,21.5
5436,1982-07-20,25.5
2619,1982-07-20,26.0
4088,1982-07-20,22.5
3841,1982-07-20,22.1
779,1982-07-20,21.9
2358,1982-07-20,23.6
5421,1982-07-20,25.0
5420,1982-07-20,25.0
2338,1982-07-20,23.5
3619,1982-07-20,21.5
5419,1982-07-20,25.0
2625,1982-07-20,26.8
1001,1982-07-20,22.1
682,1982-07-20,21.4
1863,1982-07-20,23.1
5433,1982-07-20,25.2
2564,1982-07-20,24.3
2588,1982-07-20,24.6
646,1982-07-20,21.1
2589,1982-07-20,24.7
3929,1982-07-20,22.3
3938,1982-07-20,22.3
5432,1982-07-20,25.1
2592,1982-07-20,24.8
2607,1982-07-20,25.1
2606,1982-07-20,25.1
5449,1982-07-20,26.8
4511,1982-07-20,22.9
629,1982-07-21,21.0
4977,1982-07-21,23.5
605,1982-07-21,21.0
444,1982-07-21,19.0
620,1982-07-21,21.0
622,1982-07-21,21.0
3376,1982-07-21,20.0
3470,1982-07-21,21.0
591,1982-07-21,20.9
3472,1982-07-21,21.0
777,1982-07-21,21.9
3375,1982-07-21,20.0
590,1982-07-21,20.9
603,1982-07-21,21.0
3491,1982-07-21,21.0
1116,1982-07-21,22.3
3354,1982-07-21,19.8
4582,1982-07-21,23.0
3447,1982-07-21,20.8
3490,1982-07-21,21.0
4841,1982-07-21,23.2
570,1982-07-21,20.7
583,1982-07-21,20.8
3600,1982-07-21,21.5
3448,1982-07-21,20.8
3420,1982-07-21,20.5
3650,1982-07-27,22.0
488,1982-07-29,19.6
476,1982-07-29,19.5
487,1982-07-29,19.6
3341,1982-07-29,19.5
561,1982-07-29,20.5
630,1982-07-29,21.0
489,1982-07-29,19.6
3358,1982-07-29,19.8
3465,1982-07-29,21.0
3377,1982-07-29,20.0
760,1982-07-29,21.8
3614,1982-07-29,21.5
3362,1982-07-29,19.8
736,1982-07-29,21.5
3466,1982-07-29,21.0
3441,1982-07-29,20.5
3346,1982-07-29,19.6
599,1982-07-29,21.0
3464,1982-07-29,21.0
3355,1982-07-29,19.8
562,1982-07-29,20.5
3646,1982-08-05,21.9
2626,1982-08-05,27.2
5450,1982-08-05,27.5
3643,1982-08-05,21.9
485,1982-08-05,19.6
5435,1982-08-05,25.5
5448,1982-08-05,26.8
514,1982-08-05,20.0
2608,1982-08-05,25.2
3360,1982-08-05,19.8
3356,1982-08-05,19.8
2613,1982-08-05,25.5
3371,1982-08-05,19.9
781,1982-08-05,21.9
3365,1982-08-13,19.8
3400,1982-08-13,20.1
3401,1982-08-13,20.1
3402,1982-08-13,20.2
3403,1982-08-13,20.2
3412,1982-08-13,20.2
493,1982-08-13,19.8
497,1982-08-13,19.8
499,1982-08-13,19.8
500,1982-08-13,19.8
539,1982-08-13,20.3
536,1982-08-13,20.2
527,1982-08-13,20.2
532,1982-08-13,20.2
530,1982-08-13,20.2
645,1982-08-19,21.1
5446,1982-08-19,26.4
2621,1982-08-19,26.2
2622,1982-08-19,26.2
2436,1982-08-19,23.9
2623,1982-08-19,26.3
3519,1982-08-19,21.1
3520,1982-08-19,21.1
5444,1982-08-19,26.2
5443,1982-08-19,26.2
5441,1982-08-19,26.1
5395,1982-08-19,24.3
2614,1982-08-19,25.7
5414,1982-08-19,24.6
4845,1982-08-19,23.2
4319,1982-08-19,22.6
544,1982-08-19,20.4
540,1982-08-19,20.3
538,1982-08-19,20.3
4372,1982-08-19,22.6
5437,1982-08-19,25.9
1539,1982-08-19,22.6
2609,1982-08-19,25.4
1624,1982-08-19,22.9
3417,1982-08-19,20.4
1523,1982-08-19,22.6
5438,1982-08-20,26.0
5445,1982-08-20,26.3
5442,1982-08-20,26.1
5447,1982-08-20,26.7
4758,1982-08-20,23.1
3644,1982-08-20,21.9
1002,1982-08-20,22.1
3508,1982-08-20,21.0
3509,1982-08-20,21.0
3842,1982-08-20,22.1
3839,1982-08-20,22.1
3835,1982-08-20,22.1
780,1982-08-20,21.9
3521,1982-08-20,21.1
3826,1982-08-20,22.0
2489,1982-08-20,24.0
2080,1982-08-20,23.4
636,1982-08-20,21.0
548,1982-08-20,20.5
4300,1982-08-20,22.6
547,1982-08-20,20.5
1108,1982-08-20,22.3
2615,1982-08-20,25.7
2616,1982-08-20,25.8
2617,1982-08-20,25.8
2624,1982-08-20,26.5
1085,1982-08-20,22.2
1032,1982-08-20,22.2
5102,1982-08-20,23.5
5176,1982-08-20,23.5
3649,1982-08-20,21.9
546,1982-08-20,20.5
3422,1982-08-20,20.5
995,1982-08-27,22.0
994,1982-08-27,22.0
713,1982-08-27,21.5
3556,1982-08-27,21.5
3568,1982-08-27,21.5
3582,1982-08-27,21.5
3587,1982-08-27,21.5
3592,1982-08-27,21.5
2154,1982-08-27,23.5
2064,1982-09-02,23.4
2026,1982-09-02,23.3
1857,1982-09-02,23.1
1577,1982-09-02,22.8
2627,1982-09-02,29.5
5453,1982-09-02,30.0
4883,1982-09-02,23.2
4427,1982-09-02,22.6
4282,1982-09-02,22.5
4281,1982-09-02,22.5
3312,1982-09-03,19.0
1330,1982-09-15,22.5
576,1982-09-15,20.8
3421,1982-09-15,20.5
563,1982-09-15,20.5
4664,1982-09-15,23.0
574,1982-09-15,20.8
1436,1982-09-15,22.6
1422,1982-09-15,22.6
3444,1982-09-15,20.8
4113,1982-09-15,22.5
1300,1982-09-15,22.5
3494,1982-09-15,21.0
3455,1982-09-15,20.8
575,1982-09-15,20.8
623,1982-09-15,21.0
4665,1982-09-15,23.0
4326,1982-09-15,22.6
4341,1982-09-15,22.6
3342,1982-09-16,19.5
3266,1982-09-16,18.3
3006,1982-09-16,13.5
3100,1982-09-16,15.0
3252,1982-09-16,18.2
138,1982-09-16,13.5
3004,1982-09-16,13.5
3003,1982-09-16,13.5
2595,1982-09-16,25.0
222,1982-09-16,15.0
2990,1982-09-16,13.2
2863,1982-09-16,10.0
126,1982-09-16,13.2
3109,1982-09-16,15.2
125,1982-09-16,13.2
5431,1982-09-16,25.0
3303,1982-09-16,19.0
5429,1982-09-16,25.0
477,1982-09-16,19.5
483,1982-09-24,19.5
482,1982-09-24,19.5
4061,1982-09-24,22.5
4074,1982-09-24,22.5
3310,1982-09-24,19.0
3442,1982-09-24,20.7
684,1982-09-24,21.5
752,1982-09-24,21.7
460,1982-09-24,19.2
757,1982-09-24,21.8
764,1982-09-24,21.8
484,1982-09-24,19.5
648,1982-09-24,21.1
461,1982-09-24,19.2
1210,1982-09-24,22.5
3638,1982-09-24,21.8
2955,1982-09-29,12.1
2956,1982-09-29,12.1
2927,1982-09-29,11.6
2960,1982-09-29,12.2
104,1982-09-29,12.8
153,1982-09-29,13.8
3032,1982-09-29,13.8
3030,1982-09-29,13.8
81,1982-09-29,12.2
152,1982-09-29,13.8
42,1982-09-29,11.2
58,1982-09-29,11.6
2897,1982-09-29,11.0
422,1982-10-12,18.8
496,1982-10-12,19.8
3255,1982-10-12,18.2
3425,1982-10-12,20.5
3510,1982-10-12,21.0
198,1982-10-12,14.4
270,1982-10-12,16.8
639,1982-10-12,21.0
3156,1982-10-12,17.0
549,1982-10-12,20.5
577,1982-10-12,20.8
3169,1982-10-12,17.4
638,1982-10-12,21.0
640,1982-10-12,21.0
3155,1982-10-12,17.0
3121,1982-10-12,15.6
199,1982-10-12,14.4
3076,1982-10-12,14.4
3072,1982-10-12,14.3
3374,1982-10-12,20.0
315,1982-10-12,18.0
568,1982-10-12,20.6
3516,1982-10-12,21.1
3330,1982-10-12,19.3
3005,1982-10-13,13.5
217,1982-10-13,14.9
240,1982-10-13,15.5
212,1982-10-13,14.6
256,1982-10-13,16.1
3063,1982-10-13,14.2
169,1982-10-13,14.0
3047,1982-10-13,14.0
151,1982-10-13,13.8
146,1982-10-13,13.7
3027,1982-10-13,13.8
3125,1982-10-13,15.8
164,1982-10-13,13.9
168,1982-10-13,14.0
3019,1982-10-13,13.7
3026,1982-10-13,13.8
3141,1982-10-13,16.5
3048,1982-10-14,14.0
5455,1982-11-24,3.1
3373,1982-11-24,2.0
785,1982-11-24,2.2
5454,1982-11-24,3.1
5462,1982-11-24,4.0
5538,1982-12-09,6.5
2724,1983-01-26,7.0
2891,1983-03-18,10.8
2892,1983-03-18,10.8
124,1983-04-20,13.2
268,1983-06-21,16.8
3467,1983-08-10,21.0
3002,1983-10-19,13.5
5520,1983-12-20,6.0
2754,1984-02-22,7.5
2882,1984-04-24,10.5
253,1984-06-19,16.0
3094,1984-09-26,14.9
2942,1984-10-17,12.0
5468,1984-12-19,4.3
2654,1985-02-21,5.3
2954,1985-04-16,12.1
239,1985-06-13,15.5
4348,1985-07-24,22.6
32,1985-11-06,10.9
2653,1986-01-15,5.3
2910,1986-05-06,11.3
670,1986-07-31,21.2
241,1986-09-24,15.5
5679,1986-11-20,9.5
5539,1987-01-28,6.5
5647,1987-03-19,8.7
525,1987-05-13,20.1
3456,1987-07-28,20.8
3267,1987-09-14,18.3
2973,1987-11-05,12.7
2676,1988-01-27,5.8
5636,1988-03-30,8.4
234,1988-05-24,15.3
3347,1988-07-13,19.6
534,1988-08-24,20.2
5620,1988-11-30,8.1
5535,1989-01-31,6.4
5648,1989-03-20,8.7
3020,1989-05-31,13.7
3514,1989-07-31,21.1
3174,1989-09-05,17.5
3271,1989-09-06,18.5
3098,1989-09-06,15.0
178,1989-10-03,14.1
2957,1989-10-03,12.1
244,1989-10-05,15.6
3118,1989-10-05,15.5
3103,1989-10-05,15.1
258,1989-10-05,16.2
167,1989-10-05,14.0
3046,1989-10-05,14.0
5637,1989-11-29,8.4
5567,1990-01-18,7.1
9,1990-03-21,10.3
166,1990-05-08,14.0
3544,1990-07-11,21.3
3257,1990-09-20,18.2
28,1990-11-07,10.8
2646,1991-01-23,5.0
2806,1991-02-21,8.7
2812,1991-03-28,8.8
2948,1991-05-06,12.0
40,1991-05-13,11.1
41,1991-05-20,11.1
2932,1991-05-23,11.8
2915,1991-05-28,11.4
65,1991-06-03,11.9
237,1991-06-10,15.4
46,1991-06-17,11.2
99,1991-06-24,12.8
3127,1991-07-01,15.8
3132,1991-07-08,16.0
3060,1991-07-15,14.2
772,1991-07-16,21.8
3128,1991-07-22,15.8
250,1991-07-29,15.9
3139,1991-08-05,16.3
3104,1991-08-12,15.1
291,1991-08-19,17.6
2980,1991-08-26,12.9
748,1991-08-28,21.6
3022,1991-09-09,13.7
207,1991-09-16,14.5
137,1991-09-23,13.5
3042,1991-09-30,13.9
108,1991-10-07,12.9
100,1991-10-14,12.8
92,1991-10-21,12.6
2764,1991-10-28,7.7
2823,1991-11-26,9.0
2684,1992-01-14,6.1
68,1992-03-23,12.0
53,1992-04-14,11.4
78,1992-04-18,12.1
3084,1992-05-04,14.6
39,1992-05-11,11.1
277,1992-05-12,17.0
3053,1992-05-18,14.0
245,1992-05-26,15.6
230,1992-06-01,15.1
3059,1992-06-08,14.1
110,1992-06-15,13.0
3345,1992-06-22,19.5
3152,1992-07-06,16.7
4509,1992-07-07,22.9
936,1992-07-07,22.0
3140,1992-07-13,16.3
287,1992-07-20,17.3
257,1992-07-28,16.1
3157,1992-08-03,17.0
286,1992-08-10,17.2
1495,1992-08-17,22.6
1481,1992-08-17,22.6
1501,1992-08-17,22.6
1566,1992-08-17,22.8
1362,1992-08-17,22.5
1571,1992-08-17,22.8
1355,1992-08-17,22.5
1803,1992-08-17,23.0
1352,1992-08-17,22.5
404,1992-08-17,18.4
1348,1992-08-17,22.5
1196,1992-08-17,22.4
1151,1992-08-17,22.4
4249,1992-08-17,22.5
4226,1992-08-17,22.5
4770,1992-08-17,23.1
4228,1992-08-17,22.5
4234,1992-08-17,22.5
4238,1992-08-17,22.5
1354,1992-08-17,22.5
1804,1992-08-17,23.0
4240,1992-08-17,22.5
4323,1992-08-17,22.6
4031,1992-08-17,22.4
4321,1992-08-17,22.6
3083,1992-08-24,14.5
3126,1992-08-31,15.8
158,1992-09-08,13.8
63,1992-09-14,11.7
248,1992-09-21,15.8
101,1992-09-28,12.8
2930,1992-10-05,11.7
97,1992-10-12,12.7
3013,1992-10-19,13.6
3079,1992-10-26,14.4
17,1992-10-27,10.6
2856,1992-11-16,9.8
2670,1993-01-25,5.7
5495,1993-01-25,5.7
5496,1993-01-25,5.7
5497,1993-01-25,5.7
2663,1993-01-25,5.7
2664,1993-01-25,5.7
2666,1993-01-25,5.7
2667,1993-01-25,5.7
2671,1993-01-25,5.7
5506,1993-01-25,5.7
2668,1993-01-25,5.7
5504,1993-01-25,5.7
5503,1993-01-25,5.7
2669,1993-01-25,5.7
5502,1993-01-25,5.7
5501,1993-01-25,5.7
5500,1993-01-25,5.7
5499,1993-01-25,5.7
5498,1993-01-25,5.7
5505,1993-01-25,5.7
5670,1993-03-15,9.2
5689,1993-04-15,9.9
2880,1993-04-28,10.5
3133,1993-05-27,16.1
3187,1993-06-23,17.9
2997,1993-06-28,13.3
454,1993-07-15,19.1
3513,1993-08-05,21.1
3515,1993-08-05,21.1
3517,1993-08-05,21.1
3518,1993-08-05,21.1
3522,1993-08-05,21.1
3523,1993-08-05,21.1
3524,1993-08-05,21.1
3529,1993-08-05,21.2
3621,1993-08-05,21.7
3630,1993-08-05,21.8
644,1993-08-05,21.1
652,1993-08-05,21.1
651,1993-08-05,21.1
650,1993-08-05,21.1
649,1993-08-05,21.1
647,1993-08-05,21.1
681,1993-08-05,21.4
643,1993-08-05,21.1
621,1993-08-05,21.0
618,1993-08-05,21.0
189,1993-08-06,14.2
3281,1993-09-01,18.7
3134,1993-10-08,16.1
83,1993-11-04,12.4
2722,1993-12-09,7.0
5605,1994-01-11,7.7
5471,1994-02-14,4.8
5541,1994-02-25,6.6
2847,1994-03-14,9.7
0,1994-04-11,10.0
3146,1994-05-10,16.6
3145,1994-05-23,16.6
269,1994-05-31,16.8
3173,1994-06-14,17.5
3182,1994-06-17,17.8
299,1994-06-17,17.8
5390,1994-07-25,24.2
1167,1994-08-08,22.4
3326,1994-09-13,19.3
468,1994-09-13,19.3
479,1994-09-13,19.5
480,1994-09-13,19.5
486,1994-09-13,19.6
3351,1994-09-13,19.7
3340,1994-09-13,19.4
3337,1994-09-13,19.3
3333,1994-09-13,19.3
3334,1994-09-13,19.3
469,1994-09-13,19.3
3332,1994-09-13,19.3
3331,1994-09-13,19.3
3329,1994-09-13,19.3
3328,1994-09-13,19.3
3327,1994-09-13,19.3
491,1994-09-13,19.7
3335,1994-09-13,19.3
470,1994-09-13,19.3
123,1994-10-25,13.2
2959,1994-10-29,12.2
2839,1994-11-03,9.4
2829,1994-11-08,9.1
2813,1994-11-08,8.8
48,1994-11-30,11.3
2904,1994-11-30,11.1
2782,1994-12-02,8.2
2934,1994-12-02,11.8
2692,1995-01-24,6.3
2748,1995-03-06,7.4
2749,1995-03-06,7.4
2746,1995-03-06,7.4
5584,1995-03-06,7.4
2750,1995-03-06,7.4
5585,1995-03-06,7.4
5600,1995-03-06,7.5
2747,1995-03-06,7.4
2745,1995-03-06,7.4
5599,1995-03-06,7.5
5586,1995-03-06,7.4
2744,1995-03-06,7.4
2756,1995-03-06,7.5
2755,1995-03-06,7.5
2757,1995-03-06,7.5
5593,1995-03-06,7.5
5594,1995-03-06,7.5
5587,1995-03-06,7.4
5596,1995-03-06,7.5
5597,1995-03-06,7.5
5595,1995-03-06,7.5
5588,1995-03-06,7.4
5598,1995-03-06,7.5
2933,1995-05-11,11.8
3114,1995-06-21,15.4
204,1995-07-17,14.5
191,1995-07-18,14.3
3082,1995-07-19,14.5
188,1995-07-20,14.2
3081,1995-07-21,14.5
3096,1995-07-24,14.9
3080,1995-07-25,14.5
3065,1995-07-26,14.2
173,1995-07-26,14.0
1028,1995-08-09,22.2
3172,1995-09-26,17.5
2965,1995-10-23,12.5
2888,1995-11-13,10.7
25,1995-11-27,10.7
5649,1996-01-09,8.7
2818,1996-02-10,8.9
2767,1996-02-13,7.8
2733,1996-02-23,7.3
2849,1996-03-11,9.7
2967,1996-04-08,12.5
2866,1996-04-24,10.1
121,1996-05-13,13.1
3171,1996-06-07,17.5
402,1996-06-17,18.4
586,1996-07-08,20.8
571,1996-08-28,20.7
3069,1996-09-10,14.3
3062,1996-09-10,14.2
3043,1996-09-10,13.9
567,1996-09-10,20.6
3135,1996-09-10,16.1
214,1996-09-10,14.7
208,1996-09-10,14.5
174,1996-09-10,14.0
194,1996-09-10,14.4
127,1996-09-10,13.2
5687,1996-09-24,9.9
2873,1996-09-24,10.4
13,1996-09-24,10.5
2896,1996-10-22,11.0
2743,1996-11-20,7.4
5580,1996-11-22,7.3
2728,1997-01-09,7.1
5479,1997-01-28,4.9
2679,1997-02-10,5.9
5608,1997-03-11,7.9
2867,1997-04-10,10.1
43,1997-04-22,11.2
2805,1997-05-07,8.7
3149,1997-05-14,16.6
279,1997-05-20,17.1
2890,1997-05-21,10.8
288,1997-06-02,17.4
72,1997-06-04,12.0
3074,1997-06-17,14.4
3314,1997-06-24,19.1
112,1997-07-08,13.0
195,1997-07-22,14.4
3088,1997-08-05,14.8
3075,1997-08-19,14.4
1627,1997-08-19,22.9
196,1997-09-03,14.4
182,1997-10-01,14.1
3111,1997-10-06,15.2
232,1997-10-06,15.2
147,1997-10-07,13.7
3021,1997-10-07,13.7
3064,1997-10-08,14.2
187,1997-10-08,14.2
3055,1997-10-09,14.1
179,1997-10-09,14.1
3056,1997-10-10,14.1
180,1997-10-10,14.1
2894,1997-10-15,10.9
3101,1997-10-16,15.0
223,1997-10-16,15.0
3039,1997-10-17,13.9
163,1997-10-17,13.9
3119,1997-10-20,15.5
3120,1997-10-20,15.5
3031,1997-10-21,13.8
154,1997-10-21,13.8
203,1997-10-22,14.5
202,1997-10-22,14.5
247,1997-10-23,15.7
3123,1997-10-23,15.7
259,1997-10-24,16.3
3137,1997-10-24,16.3
8,1997-10-29,10.3
54,1997-10-30,11.5
2797,1997-11-11,8.5
4,1997-11-17,10.1
2864,1997-11-25,10.0
2698,1997-12-02,6.4
5565,1997-12-10,7.0
5540,1997-12-17,6.6
2766,1997-12-19,7.7
5542,1997-12-22,6.6
5582,1997-12-29,7.3
2696,1998-01-06,6.3
139,1998-01-16,13.5
140,1998-01-16,13.5
128,1998-01-21,13.3
129,1998-01-21,13.3
224,1998-01-22,15.0
3102,1998-01-22,15.0
5572,1998-01-22,7.2
3052,1998-01-26,14.0
2785,1998-01-26,8.2
172,1998-01-26,14.0
3029,1998-01-27,13.8
3028,1998-01-27,13.8
3057,1998-01-28,14.1
3058,1998-01-28,14.1
242,1998-01-29,15.6
243,1998-01-29,15.6
3162,1998-01-30,17.2
3163,1998-01-30,17.2
5557,1998-02-09,7.0
5640,1998-02-10,8.5
5521,1998-02-23,6.1
5641,1998-03-04,8.5
5590,1998-03-09,7.5
5571,1998-03-30,7.2
145,1998-04-01,13.6
3017,1998-04-01,13.6
162,1998-04-02,13.9
161,1998-04-02,13.9
3051,1998-04-06,14.0
3050,1998-04-06,14.0
3049,1998-04-06,14.0
193,1998-04-07,14.3
3071,1998-04-07,14.3
2885,1998-04-08,10.6
3077,1998-04-08,14.4
3078,1998-04-08,14.4
3131,1998-04-09,15.9
3130,1998-04-09,15.9
5507,1998-04-13,5.7
3037,1998-04-15,13.9
3038,1998-04-15,13.9
3015,1998-04-16,13.6
3018,1998-04-16,13.6
213,1998-04-20,14.7
3085,1998-04-20,14.7
3086,1998-04-21,14.7
3087,1998-04-21,14.7
266,1998-04-22,16.7
267,1998-04-22,16.7
3148,1998-04-23,16.6
264,1998-04-23,16.6
265,1998-04-23,16.6
2826,1998-04-27,9.0
260,1998-05-05,16.5
2853,1998-05-11,9.7
2935,1998-05-19,11.8
2830,1998-05-26,9.1
91,1998-06-08,12.6
3166,1998-06-10,17.3
133,1998-06-22,13.4
3090,1998-06-23,14.8
177,1998-06-24,14.0
3035,1998-06-24,13.8
219,1998-06-24,14.9
3036,1998-06-24,13.8
205,1998-06-24,14.5
175,1998-06-24,14.0
144,1998-06-25,13.6
3012,1998-07-13,13.6
3527,1998-07-13,21.2
3168,1998-07-27,17.4
181,1998-08-10,14.1
102,1998-08-24,12.8
588,1998-08-25,20.9
3034,1998-09-08,13.8
2978,1998-09-21,12.9
50,1998-10-12,11.3
30,1998-10-26,10.9
5601,1998-11-09,7.6
5671,1998-11-24,9.2
5589,1998-11-30,7.5
2792,1998-12-04,8.4
5561,1998-12-14,7.0
2811,1998-12-14,8.8
5618,1998-12-30,8.1
5534,1999-01-04,6.4
2648,1999-01-11,5.0
2781,1999-01-14,8.1
5631,1999-01-14,8.3
2835,1999-01-14,9.2
5644,1999-01-15,8.6
5651,1999-01-15,8.7
5533,1999-01-16,6.4
2765,1999-01-16,7.7
2707,1999-01-17,6.6
5490,1999-01-25,5.5
5537,1999-01-26,6.5
5523,1999-02-08,6.1
2704,1999-02-09,6.5
2732,1999-02-16,7.2
2719,1999-02-22,6.9
5526,1999-03-08,6.2
2731,1999-03-09,7.2
2685,1999-03-29,6.2
5623,1999-03-30,8.2
5612,1999-04-12,8.0
2962,1999-04-19,12.3
2740,1999-04-26,7.4
2735,1999-05-05,7.3
2790,1999-05-19,8.4
2999,1999-05-24,13.4
2832,1999-06-02,9.1
2994,1999-06-16,13.2
3108,1999-06-21,15.2
2982,1999-06-30,13.0
84,1999-07-14,12.4
183,1999-07-28,14.2
751,1999-08-02,21.7
3001,1999-08-12,13.5
3092,1999-08-25,14.8
403,1999-09-13,18.4
119,1999-09-15,13.1
23,1999-09-29,10.7
2905,1999-10-13,11.1
3016,1999-10-18,13.6
5624,1999-11-03,8.2
2941,1999-11-15,12.0
2906,1999-11-16,11.2
2838,1999-11-29,9.3
5664,1999-12-05,9.0
2831,1999-12-06,9.1
5652,1999-12-06,8.7
2807,1999-12-06,8.7
2738,1999-12-07,7.4
2815,1999-12-07,8.9
2791,1999-12-08,8.4
5630,1999-12-08,8.3
5619,1999-12-13,8.1
5532,1999-12-14,6.4
5458,1999-12-28,3.3
2716,2000-01-04,6.8
2713,2000-01-10,6.8
2775,2000-01-13,8.0
5635,2000-01-13,8.4
2665,2000-01-14,5.7
5475,2000-01-18,4.8
2702,2000-02-02,6.5
5562,2000-02-14,7.0
2697,2000-02-15,6.4
2673,2000-03-01,5.8
5639,2000-03-14,8.5
5558,2000-03-14,7.0
5653,2000-04-11,8.8
59,2000-04-13,11.7
2801,2000-04-25,8.5
2772,2000-05-10,7.9
57,2000-05-15,11.6
56,2000-05-24,11.5
86,2000-06-07,12.5
200,2000-06-14,14.4
96,2000-06-21,12.7
3398,2000-06-27,20.1
2951,2000-07-05,12.1
111,2000-07-19,13.0
1096,2000-07-24,22.3
157,2000-08-02,13.8
2961,2000-08-16,12.3
143,2000-08-30,13.6
289,2000-09-11,17.5
136,2000-09-13,13.5
62,2000-09-27,11.7
2907,2000-10-11,11.2
117,2000-10-23,13.0
6,2000-10-25,10.3
5642,2000-11-08,8.6
5628,2000-11-14,8.3
5483,2000-11-20,5.3
2689,2000-12-12,6.2
5467,2000-12-18,4.2
2658,2000-12-26,5.5
5456,2001-01-16,3.1
5452,2001-01-17,2.9
5478,2001-01-29,4.9
2661,2001-02-12,5.6
5457,2001-02-12,3.1
2638,2001-02-26,4.3
2820,2001-03-12,9.0
5556,2001-03-12,7.0
2739,2001-03-26,7.4
2655,2001-04-09,5.4
26,2001-04-19,10.7
2786,2001-04-23,8.2
2800,2001-05-09,8.5
2969,2001-05-14,12.5
3110,2001-05-14,15.2
2995,2001-05-23,13.3
2874,2001-06-06,10.4
272,2001-06-11,16.9
85,2001-06-20,12.5
2987,2001-07-11,13.1
4383,2001-07-16,22.6
2977,2001-07-26,12.8
3023,2001-08-08,13.7
4822,2001-08-13,23.2
3044,2001-08-22,13.9
3045,2001-09-12,13.9
2993,2001-09-26,13.2
311,2001-10-02,17.9
2859,2001-10-10,9.9
211,2001-10-15,14.6
2787,2001-10-24,8.2
2912,2001-11-05,11.3
5570,2001-11-07,7.2
5643,2001-11-19,8.6
