date,value
7/24/73,22.6
7/23/73,22.6
7/26/73,22.6
7/26/73,22.6
7/23/73,22.6
7/26/73,22.6
7/23/73,22.6
7/23/73,22.6
7/24/73,22.6
8/17/92,22.6
7/24/73,22.6
7/24/73,22.6
7/26/73,22.6
7/23/73,22.6
7/25/73,22.6
7/26/73,22.6
7/24/73,22.6
7/25/73,22.6
7/23/73,22.6
7/24/73,22.6
7/23/73,22.6
7/26/73,22.6
7/25/73,22.6
8/17/92,22.6
7/23/73,22.6
7/26/73,22.6
7/24/73,22.6
7/23/73,22.6
7/26/73,22.6
8/17/92,22.6
7/23/73,22.6
7/24/73,22.6
7/23/73,22.6
7/23/73,22.6
7/26/73,22.6
7/25/73,22.6
7/24/73,22.6
7/26/73,22.6
7/24/73,22.6
7/24/73,22.6
7/24/73,22.6
7/23/73,22.6
7/23/73,22.6
7/25/73,22.6
7/24/73,22.6
7/24/73,22.6
7/24/73,22.6
7/26/73,22.6
7/26/73,22.6
7/25/73,22.6
7/25/73,22.6
8/19/82,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/26/73,22.6
7/23/73,22.6
7/24/73,22.6
7/24/73,22.6
7/26/73,22.6
7/23/73,22.6
7/26/73,22.6
7/24/73,22.6
8/19/82,22.6
7/24/73,22.6
7/26/73,22.6
7/24/73,22.6
7/24/73,22.6
7/25/73,22.6
7/25/73,22.7
7/25/73,22.7
7/26/73,22.7
7/26/73,22.8
8/7/74,22.8
7/26/73,22.8
7/26/73,22.8
8/6/74,22.8
7/26/73,22.8
7/23/73,22.8
7/26/73,22.8
7/23/73,22.8
7/26/73,22.8
7/26/73,22.8
7/25/73,22.8
7/24/73,22.8
7/25/73,22.8
7/25/73,22.8
8/6/74,22.8
7/25/73,22.8
7/25/73,22.8
8/17/92,22.8
7/25/73,22.8
7/25/73,22.8
7/25/73,22.8
7/25/73,22.8
8/17/92,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/24/73,22.8
7/26/73,22.8
9/2/82,22.8
7/24/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/25/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/26/73,22.8
7/24/73,22.8
7/26/73,22.8
7/24/73,22.8
7/24/73,22.8
7/24/73,22.8
7/23/73,22.8
7/24/73,22.8
8/7/74,22.8
7/23/73,22.8
7/23/73,22.8
7/25/73,22.8
7/23/73,22.8
8/6/74,22.8
7/25/73,22.8
7/23/73,22.8
7/26/73,22.8
7/23/73,22.8
7/23/73,22.8
7/26/73,22.8
7/25/73,22.8
7/23/73,22.8
7/26/73,22.8
7/23/73,22.8
7/25/73,22.8
7/23/73,22.8
7/23/73,22.8
7/23/73,22.8
7/25/73,22.8
8/6/74,22.9
8/6/74,22.9
7/24/73,22.9
7/24/73,22.9
7/25/73,22.9
8/19/82,22.9
8/6/74,22.9
8/6/74,22.9
8/19/97,22.9
7/24/73,2.3
7/24/73,2.3
8/7/74,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
7/24/73,23
7/24/73,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/7/74,23
7/25/73,23
7/25/73,23
8/6/74,23
8/6/74,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
6/22/82,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
7/25/73,23
7/25/73,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
7/26/73,23
7/26/73,23
7/26/73,23
7/26/73,23
7/26/73,23
7/26/73,23
8/6/74,23
8/6/74,23
7/26/73,23
7/26/73,23
7/26/73,23
7/26/73,23
8/6/74,23
8/6/74,23
7/26/73,23
7/26/73,23
8/6/74,23
8/6/74,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
8/6/74,23
8/7/74,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
8/6/74,23
7/26/73,23
7/26/73,23
7/26/73,23
7/26/73,23
8/6/74,23
7/26/73,23
8/6/74,23
8/6/74,23
7/26/73,23
7/26/73,23
8/6/74,23
8/7/74,23
8/6/74,23
8/6/74,23
8/6/74,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
8/6/74,23
7/25/73,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/6/74,23
8/6/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/17/92,23
8/17/92,23
8/7/74,23
8/6/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/6/74,23
8/7/74,23
8/7/74,23
8/6/74,23
7/23/73,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
8/6/74,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
7/25/73,23
8/6/74,23
8/6/74,23
7/25/73,23
7/24/73,23
7/24/73,23
7/24/73,23
8/6/74,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
8/6/74,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
7/24/73,23
8/6/74,23
9/2/82,23.1
8/7/74,23.1
7/25/73,23.1
8/6/74,23.1
8/6/74,23.1
8/6/74,23.1
7/20/82,23.1
8/7/74,23.1
8/7/74,23.1
8/6/74,23.1
8/6/74,23.1
8/6/74,23.1
8/7/74,23.1
8/6/74,23.1
8/7/74,23.1
8/6/74,23.1
8/7/74,23.1
7/24/73,23.1
7/24/73,23.1
8/7/74,23.1
8/6/74,23.1
8/7/74,23.1
8/7/74,23.1
8/6/74,23.1
7/25/73,23.1
7/25/73,23.1
8/7/74,23.1
7/25/17,23.1
7/9/13,23.1
8/7/74,23.2
8/7/74,23.2
8/7/74,23.2
7/27/73,23.2
7/26/73,23.2
7/26/73,23.2
8/6/74,23.2
8/6/74,23.2
7/26/73,23.2
7/26/73,23.2
7/26/73,23.2
7/26/73,23.2
7/26/73,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
8/6/74,23.2
8/7/74,23.2
7/24/73,23.2
7/27/73,23.2
8/6/74,23.2
8/7/74,23.2
8/7/74,23.2
7/24/73,23.2
7/27/73,23.2
8/6/74,23.2
8/7/74,23.2
7/27/73,23.2
8/6/74,23.2
8/7/74,23.2
8/7/74,23.2
7/27/73,23.2
8/6/74,23.2
8/6/74,23.2
8/6/74,23.2
8/7/74,23.2
7/27/73,23.2
7/25/73,23.2
8/6/74,23.2
8/7/74,23.2
7/27/73,23.2
8/6/74,23.2
8/7/74,23.2
8/7/74,23.2
7/27/73,23.2
7/27/73,23.2
8/7/74,23.2
7/23/73,23.2
7/27/73,23.2
8/6/74,23.2
8/6/74,23.2
7/24/73,23.2
8/6/74,23.2
8/6/74,23.2
8/7/74,23.2
8/7/74,23.2
8/7/74,23.2
7/25/73,23.2
8/7/74,23.2
7/25/73,23.2
8/6/74,23.2
8/7/74,23.2
8/6/74,23.2
8/6/74,23.2
8/6/74,23.2
7/23/73,23.2
8/7/74,23.2
8/7/74,23.2
8/7/74,23.2
7/25/73,23.2
8/6/74,23.2
7/23/73,23.2
8/7/74,23.2
7/25/73,23.2
7/23/73,23.2
7/24/73,23.2
8/6/74,23.2
8/6/74,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
8/7/74,23.2
7/25/73,23.2
7/25/73,23.2
7/25/73,23.2
8/7/74,23.2
7/24/73,23.2
7/24/73,23.2
7/24/73,23.2
7/23/73,23.2
8/6/74,23.2
8/7/74,23.2
8/6/74,23.2
7/24/73,23.2
8/7/74,23.2
7/23/73,23.2
8/6/74,23.2
7/24/73,23.2
7/24/73,23.2
8/6/74,23.2
8/7/74,23.2
7/24/73,23.2
7/24/73,23.2
7/24/73,23.2
8/7/74,23.2
7/23/73,23.2
7/24/73,23.2
8/7/74,23.2
8/6/74,23.2
8/7/74,23.2
8/6/74,23.2
7/26/73,23.2
7/26/73,23.2
8/7/74,23.2
8/6/74,23.2
8/6/74,23.2
7/26/73,23.2
8/7/74,23.2
8/7/74,23.2
7/26/73,23.2
8/6/74,23.2
7/23/73,23.2
8/7/74,23.2
7/27/73,23.2
8/7/74,23.2
8/6/74,23.2
7/27/73,23.2
7/26/73,23.2
7/26/73,23.2
8/7/74,23.3
8/7/74,23.3
8/6/74,23.3
7/23/73,23.3
7/23/73,23.3
8/7/74,23.3
7/23/73,23.3
9/2/82,23.3
8/7/74,23.3
8/7/74,23.3
8/7/74,23.3
7/23/73,23.3
8/6/74,23.3
8/7/74,23.3
8/6/74,23.3
8/7/74,23.3
8/7/74,23.3
8/6/74,23.3
8/6/74,23.3
7/23/73,23.3
8/7/74,23.3
7/23/73,23.3
8/7/74,23.3
8/7/74,23.3
8/7/74,23.3
7/23/73,23.3
7/24/73,23.3
7/20/82,23.3
8/7/74,23.3
8/7/74,23.3
8/7/74,23.4
8/7/74,23.4
7/26/73,23.4
7/25/73,23.4
8/7/74,23.4
7/25/73,23.4
7/27/73,23.4
8/7/74,23.4
7/25/73,23.4
7/25/73,23.4
7/26/73,23.4
8/7/74,23.4
7/27/73,23.4
7/25/73,23.4
7/24/73,23.4
9/2/82,23.4
7/26/73,23.4
7/24/73,23.4
7/24/73,23.4
7/20/82,23.4
7/25/73,23.4
7/25/73,23.4
8/7/74,23.4
7/25/73,23.4
8/7/74,23.4
7/25/73,23.4
8/7/74,23.4
7/24/73,23.4
7/24/73,23.4
8/6/74,23.4
7/25/73,23.4
8/20/82,23.4
7/23/73,23.4
8/7/74,23.4
7/26/73,23.4
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
7/25/73,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
7/24/73,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
7/25/73,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/27/82,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
7/20/82,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
8/6/74,23.5
8/7/74,23.5
8/6/74,23.5
8/6/74,23.5
8/7/74,23.5
8/7/74,23.5
7/24/73,23.6
7/24/73,23.6
8/7/74,23.6
8/6/74,23.6
7/25/73,23.6
7/26/73,23.6
7/26/73,23.6
7/25/73,23.6
7/27/73,23.6
8/6/74,23.6
7/20/82,23.6
7/26/73,23.6
7/26/73,23.6
8/6/74,23.6
7/27/73,23.6
7/26/73,23.6
7/25/73,23.6
7/24/73,23.6
7/27/73,23.6
7/27/73,23.6
7/26/73,23.6
7/24/73,23.6
7/24/73,23.6
8/7/74,23.6
7/24/73,23.6
8/7/74,23.7
8/7/74,23.7
8/7/74,23.7
8/6/74,23.7
8/7/74,23.7
8/6/74,23.8
8/7/74,23.8
7/25/73,23.8
8/6/74,23.8
8/7/74,23.8
8/6/74,23.8
7/24/73,23.8
7/26/73,23.8
8/6/74,23.8
7/24/73,23.8
8/7/74,23.8
7/24/73,23.8
8/6/74,23.8
8/7/74,23.8
7/24/73,23.8
8/6/74,23.8
8/6/74,23.8
8/7/74,23.8
8/6/74,23.8
8/7/74,23.8
8/7/74,23.8
8/6/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/6/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
7/27/73,23.8
8/7/74,23.8
8/6/74,23.8
8/7/74,23.8
8/7/74,23.8
8/7/74,23.8
8/6/74,23.8
8/6/74,23.8
8/6/74,23.8
8/7/74,23.8
8/7/74,23.8
7/27/73,23.8
8/6/74,23.8
7/27/73,23.8
8/6/74,23.8
7/26/73,23.8
8/7/74,23.8
8/6/74,23.9
8/6/74,23.9
8/6/74,23.9
8/7/74,23.9
8/19/82,23.9
8/7/74,23.9
8/7/74,23.9
8/7/74,23.9
8/7/74,23.9
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
7/27/73,24
7/26/73,24
7/26/73,24
7/25/73,24
7/25/73,24
7/25/73,24
7/24/73,24
7/24/73,24
7/25/73,24
7/24/73,24
7/24/73,24
8/20/82,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/6/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
8/7/74,24
7/27/04,24.1
8/6/74,24.2
8/7/74,24.2
8/6/74,24.2
8/6/74,24.2
7/24/73,24.2
7/27/73,24.2
8/7/74,24.2
6/22/82,24.2
8/7/74,24.2
8/6/74,24.2
7/20/82,24.3
8/6/74,24.3
8/6/74,24.3
8/7/18,24.3
8/7/74,24.5
8/6/74,24.5
8/6/74,24.5
8/6/74,24.5
8/6/74,24.5
8/6/74,24.5
8/7/74,24.5
8/7/74,24.5
8/6/74,24.5
8/7/74,24.5
8/7/74,24.5
8/7/74,24.5
8/6/74,24.5
8/6/74,24.5
8/7/74,24.5
8/7/74,24.5
6/22/82,24.5
6/22/82,24.5
8/6/74,24.5
8/6/74,24.6
7/20/82,24.6
7/20/82,24.7
7/20/15,24.7
8/7/74,24.8
7/20/82,24.8
8/6/74,24.8
8/7/74,25
9/16/82,25
8/7/74,25
8/6/74,25
8/7/74,25
8/7/74,25
8/7/74,25
8/7/74,25
8/7/74,25
8/7/74,25
8/7/74,25
8/7/74,25
7/20/82,25.1
7/20/82,25.1
8/5/82,25.2
8/19/82,25.4
7/20/82,25.4
8/7/74,25.5
8/6/74,25.5
8/5/82,25.5
8/19/82,25.7
8/20/82,25.7
8/20/82,25.8
8/20/82,25.8
7/20/82,26
7/20/82,26
7/9/15,26
8/19/82,26.2
8/19/82,26.2
8/19/82,26.3
8/20/82,26.5
7/20/82,26.8
8/5/82,27.2
9/2/82,29.5
2/16/05,3.2
12/20/06,3.4
3/10/09,3.5
2/15/06,3.5
12/7/05,3.6
1/29/02,3.8
2/9/82,4
1/17/08,4
1/12/05,4.1
1/17/12,4.3
2/26/01,4.3
1/4/11,4.4
2/6/07,4.5
2/12/04,4.5
2/12/19,4.5
1/31/08,4.6
1/23/09,4.7
1/18/05,5
1/23/91,5
2/28/07,5
1/11/99,5
1/7/13,5.1
12/12/17,5.1
3/21/07,5.2
1/8/14,5.2
1/15/86,5.3
2/21/85,5.3
4/9/01,5.4
12/31/74,5.5
2/13/81,5.5
12/26/00,5.5
1/8/08,5.5
12/6/76,5.6
2/12/01,5.6
12/28/04,5.6
1/25/93,5.7
1/25/93,5.7
1/14/00,5.7
1/25/93,5.7
1/25/93,5.7
1/25/93,5.7
1/25/93,5.7
1/25/93,5.7
1/25/93,5.7
1/6/09,5.8
3/1/00,5.8
11/14/07,5.8
2/15/78,5.8
1/27/88,5.8
12/11/78,5.8
2/8/10,5.9
2/10/97,5.9
2/1/05,6
12/8/80,6
11/19/14,6
12/18/03,6.1
1/14/92,6.1
3/29/99,6.2
5/8/02,6.2
1/27/04,6.2
12/3/19,6.2
12/12/00,6.2
12/6/11,6.2
3/8/10,6.2
1/24/95,6.3
12/5/06,6.3
12/7/05,6.3
1/27/78,6.3
1/6/98,6.3
2/15/00,6.4
12/2/97,6.4
12/9/03,6.4
12/18/07,6.5
3/12/02,6.5
2/2/00,6.5
2/14/07,6.5
2/9/99,6.5
12/18/75,6.5
1/3/12,6.6
1/17/99,6.6
11/16/05,6.6
12/3/14,6.7
2/27/08,6.7
4/23/02,6.7
2/13/03,6.8
1/10/00,6.8
11/18/09,6.8
2/19/08,6.8
1/4/00,6.8
3/14/07,6.8
1/4/06,6.9
2/22/99,6.9
1/9/18,6.9
1/2/07,7
12/9/93,7
12/16/76,7
1/26/83,7
11/25/02,7.1
2/8/06,7.1
3/7/77,7.1
1/9/97,7.1
1/7/15,7.1
12/19/18,7.2
3/9/99,7.2
2/16/99,7.2
2/23/96,7.3
1/18/05,7.3
5/5/99,7.3
2/24/04,7.3
1/23/18,7.4
12/7/99,7.4
3/26/01,7.4
4/26/99,7.4
3/6/12,7.4
12/4/13,7.4
11/20/96,7.4
3/6/95,7.4
3/6/95,7.4
3/6/95,7.4
3/6/95,7.4
3/6/95,7.4
3/6/95,7.4
3/6/95,7.4
1/22/20,7.5
3/17/09,7.5
1/28/03,7.5
2/22/84,7.5
3/6/95,7.5
3/6/95,7.5
3/6/95,7.5
3/4/08,7.6
2/1/06,7.6
1/18/06,7.6
3/22/10,7.6
1/9/07,7.6
3/11/13,7.7
10/28/91,7.7
1/16/99,7.7
12/19/97,7.7
2/13/96,7.8
2/3/05,7.8
11/23/04,7.8
5/13/09,7.8
12/4/18,7.9
5/10/00,7.9
3/22/11,7.9
2/24/16,7.9
1/13/00,8
12/17/14,8
3/21/17,8.1
3/25/75,8.1
12/2/03,8.1
11/12/03,8.1
1/14/99,8.1
12/2/94,8.2
11/13/78,8.2
1/7/09,8.2
1/26/98,8.2
4/23/01,8.2
10/24/01,8.2
3/20/18,8.3
1/18/11,8.4
5/19/99,8.4
12/8/99,8.4
12/4/98,8.4
12/17/02,8.4
3/7/79,8.5
12/16/04,8.5
11/5/08,8.5
11/11/97,8.5
11/10/04,8.5
11/10/09,8.5
5/9/01,8.5
4/25/00,8.5
1/28/15,8.5
11/17/09,8.6
11/18/08,8.7
5/7/97,8.7
2/21/91,8.7
12/6/99,8.7
11/21/06,8.7
4/12/10,8.7
2/16/10,8.8
12/14/98,8.8
3/28/91,8.8
11/8/94,8.8
4/9/80,8.8
12/7/99,8.9
4/9/19,8.9
2/6/18,8.9
2/10/96,8.9
2/25/15,8.9
3/12/01,9
11/29/77,9
1/16/76,9
11/26/91,9
10/15/08,9
5/9/07,9
4/27/98,9
11/28/17,9
11/27/74,9.1
11/8/94,9.1
5/26/98,9.1
12/6/99,9.1
6/2/99,9.1
11/21/06,9.2
4/2/79,9.2
1/14/99,9.2
4/25/07,9.2
3/26/14,9.3
11/29/99,9.3
11/3/94,9.4
11/20/07,9.4
4/9/02,9.4
4/12/06,9.4
4/23/76,9.5
4/7/09,9.5
11/19/12,9.6
4/5/17,9.6
3/14/94,9.7
4/22/02,9.7
3/11/96,9.7
3/11/15,9.7
5/22/02,9.7
11/2/05,9.7
5/11/98,9.7
4/9/03,9.8
11/3/75,9.8
11/16/92,9.8
11/18/08,9.8
10/17/07,9.8
10/10/01,9.9
11/17/15,9.9
5/23/07,10
1/16/76,10
9/16/82,10
11/25/97,10
5/11/05,10.1
4/24/96,10.1
4/10/97,10.1
4/25/05,10.2
11/6/07,10.2
3/20/07,10.2
12/3/75,10.2
4/28/08,10.3
9/24/96,10.4
6/6/01,10.4
10/29/75,10.4
3/16/04,10.4
6/8/05,10.5
5/29/08,10.5
11/8/06,10.5
4/28/93,10.5
2/20/77,10.5
4/24/84,10.5
10/29/75,10.5
4/8/81,10.5
4/8/98,10.6
4/26/04,10.7
4/12/04,10.7
11/13/95,10.7
4/17/12,10.7
5/21/97,10.8
3/18/83,10.8
3/18/83,10.8
10/5/05,10.9
10/15/97,10.9
10/3/07,10.9
10/22/96,11
9/29/82,11
4/23/76,11
4/20/78,11
3/22/78,11
6/6/07,11
12/16/75,11
4/22/13,11
11/30/94,11.1
10/13/99,11.1
11/16/99,11.2
10/11/00,11.2
4/30/76,11.3
10/31/02,11.3
5/6/86,11.3
10/29/04,11.3
11/5/01,11.3
10/29/75,11.3
6/21/06,11.3
5/28/91,11.4
5/24/04,11.4
4/26/10,11.4
11/1/11,11.4
10/21/75,11.4
6/6/78,11.5
4/18/75,11.5
9/21/05,11.5
12/16/75,11.5
6/7/76,11.5
4/21/09,11.5
10/25/17,11.6
9/29/82,11.6
5/18/78,11.7
5/20/75,11.7
10/5/92,11.7
5/24/06,11.7
5/23/91,11.8
5/11/95,11.8
12/2/94,11.8
5/19/98,11.8
6/25/08,11.8
4/23/14,11.8
10/23/13,11.9
6/25/03,11.9
6/6/78,12
11/15/99,12
10/17/84,12
11/4/80,12
11/15/16,12
12/15/75,12
12/16/75,12
3/17/76,12
5/6/91,12
6/20/02,12.1
5/5/09,12.1
